#  plate  mjd fiber
686 52519 346
686 52519 357
669 52559 233
387 51791 37
669 52559 198
1490 52994 465
685 52203 18
388 51793 433
388 51793 477
686 52519 489
388 51793 200
686 52519 493
388 51793 491
388 51793 177
686 52519 514
1541 53732 359
669 52559 119
686 52519 558
1490 52994 592
687 52518 352
1541 53732 386
389 51794 356
687 52518 319
388 51793 630
687 52518 271
390 51900 356
1541 53732 518
1491 52996 558
389 51794 490
1541 53732 519
390 51900 353
1542 53734 352
687 52518 473
1492 52932 353
1542 53734 357
389 51794 519
390 51900 352
389 51794 600
1541 53732 593
389 51794 627
390 51900 398
390 51900 395
687 52518 67
390 51900 383
390 51900 423
687 52518 588
390 51900 426
687 52518 28
390 51900 471
390 51900 480
390 51900 477
390 51900 493
391 51782 355
390 51900 494
390 51900 503
688 52203 476
390 51900 491
688 52203 480
688 52203 462
688 52203 465
1492 52932 556
688 52203 175
1493 52933 359
688 52203 496
391 51782 357
688 52203 499
688 52203 497
688 52203 516
688 52203 511
391 51782 392
688 52203 515
390 51900 598
391 51782 395
688 52203 119
688 52203 518
391 51782 396
390 51900 600
688 52203 554
390 51900 628
391 51782 384
3586 55181 518
1543 53738 451
391 51782 475
391 51782 465
391 51782 477
3586 55181 535
689 52262 423
3586 55181 431
392 51793 310
3586 55181 359
3587 55182 517
689 52262 496
689 52262 488
391 51782 555
392 51793 356
689 52262 512
391 51782 591
392 51793 311
392 51793 307
689 52262 559
3586 55181 279
391 51782 633
391 51782 637
689 52262 599
3586 55181 819
1493 52933 621
3587 55182 421
392 51793 190
690 52261 392
3587 55182 740
3588 55184 473
3587 55182 318
3586 55181 939
3586 55181 77
3586 55181 975
392 51793 495
392 51793 477
392 51793 500
3587 55182 267
392 51793 493
393 51794 351
392 51793 156
3588 55184 579
3586 55181 35
392 51793 152
392 51793 511
392 51793 556
392 51793 117
392 51793 118
392 51793 106
392 51793 61
392 51793 80
392 51793 587
392 51793 598
3587 55182 77
3587 55182 23
3588 55184 231
392 51793 632
3587 55182 21
3587 55182 12
3589 55186 731
3588 55184 936
393 51794 434
1495 52944 498
3588 55184 101
393 51794 475
393 51794 474
3588 55184 938
3589 55186 735
393 51794 197
393 51794 235
3589 55186 771
3588 55184 980
393 51794 471
393 51794 472
393 51794 491
393 51794 499
3589 55186 815
394 51913 360
394 51913 359
393 51794 120
3589 55186 156
393 51794 113
691 52199 167
393 51794 118
394 51913 352
394 51913 355
393 51794 74
3590 55201 279
3589 55186 995
692 52201 349
393 51794 634
3590 55201 239
3590 55201 889
394 51913 440
3590 55201 195
394 51913 432
394 51913 474
3590 55201 895
692 52201 399
692 52201 435
394 51913 501
692 52201 512
394 51913 544
692 52201 519
693 52254 356
692 52201 551
692 52201 546
692 52201 554
394 51913 623
394 51913 632
394 51913 629
693 52254 345
395 51783 431
692 52201 633
3735 55209 513
692 52201 632
692 52201 635
395 51783 501
395 51783 553
693 52254 465
670 52520 314
3735 55209 574
395 51783 550
1497 52886 557
693 52254 516
395 51783 592
694 52209 305
395 51783 640
3735 55209 699
396 51816 436
396 51816 434
1498 52914 477
693 52254 559
3735 55209 734
3735 55209 773
693 52254 600
396 51816 484
693 52254 596
3736 55214 571
694 52209 277
693 52254 597
396 51816 501
693 52254 589
3735 55209 815
693 52254 587
396 51816 514
3735 55209 817
693 52254 635
396 51816 595
3735 55209 851
397 51794 355
3735 55209 891
397 51794 356
694 52209 475
3735 55209 935
396 51816 632
396 51816 633
3735 55209 921
3736 55214 700
3735 55209 931
694 52209 512
3735 55209 985
694 52209 120
397 51794 462
694 52209 551
3736 55214 937
397 51794 110
397 51794 519
397 51794 508
397 51794 120
695 52202 392
398 51789 341
397 51794 557
3736 55214 999
398 51789 357
398 51789 355
694 52209 633
398 51789 476
398 51789 484
397 51794 635
397 51794 639
398 51789 511
695 52202 551
695 52202 156
398 51789 556
397 51794 626
398 51789 596
398 51789 595
398 51789 119
696 52209 273
695 52202 80
399 51817 347
1551 53327 304
695 52202 637
696 52209 194
399 51817 275
399 51817 310
695 52202 631
1551 53327 262
696 52209 479
696 52209 177
1551 53327 230
1501 53740 251
399 51817 438
1551 53327 229
696 52209 466
1551 53327 226
399 51817 174
696 52209 512
1551 53327 183
1551 53327 176
696 52209 556
399 51817 520
399 51817 511
399 51817 560
697 52226 306
1551 53327 171
696 52209 593
696 52209 33
697 52226 223
1551 53327 113
400 51820 316
696 52209 32
697 52226 439
696 52209 40
697 52226 192
400 51820 358
399 51817 21
1551 53327 78
1551 53327 76
697 52226 474
697 52226 473
697 52226 479
697 52226 171
697 52226 173
697 52226 151
399 51817 39
697 52226 120
400 51820 200
400 51820 195
698 52203 314
400 51820 179
400 51820 147
697 52226 34
400 51820 598
697 52226 631
697 52226 637
400 51820 77
698 52203 475
698 52203 480
400 51820 640
698 52203 489
401 51788 351
698 52203 493
698 52203 497
3639 55205 764
401 51788 478
401 51788 474
401 51788 480
401 51788 496
699 52202 359
401 51788 514
699 52202 392
3639 55205 895
401 51788 546
401 51788 593
699 52202 431
401 51788 589
699 52202 480
3606 55182 512
402 51793 440
699 52202 553
402 51793 480
402 51793 474
402 51793 483
402 51793 493
402 51793 475
699 52202 77
699 52202 39
402 51793 555
402 51793 554
402 51793 553
402 51793 584
403 51871 359
403 51871 383
402 51793 632
403 51871 394
403 51871 438
3606 55182 968
1555 53287 477
1555 53287 200
700 52199 633
1555 53287 175
701 52179 396
1555 53287 491
701 52179 387
3609 55201 515
1505 52941 498
403 51871 543
1505 52941 156
1555 53287 158
701 52179 426
701 52179 195
403 51871 71
403 51871 595
404 51812 352
3609 55201 619
404 51812 480
701 52179 591
702 52178 358
403 51871 632
404 51812 517
404 51812 513
701 52179 621
404 51812 557
3609 55201 856
404 51812 543
404 51812 550
404 51812 594
1557 53301 357
3609 55201 977
1507 53763 359
3609 55201 999
702 52178 510
702 52178 518
702 52178 517
702 52178 548
702 52178 555
702 52178 551
405 51816 400
1557 53301 271
405 51816 421
703 52209 392
703 52209 400
1557 53301 232
702 52178 633
703 52209 439
703 52209 437
703 52209 232
703 52209 423
702 52178 639
703 52209 199
1557 53301 512
703 52209 480
703 52209 175
1557 53301 553
405 51816 553
703 52209 493
703 52209 518
703 52209 512
703 52209 559
405 51816 584
703 52209 560
2637 54504 337
2636 54082 260
2636 54082 285
2636 54082 335
704 52205 358
2634 54110 276
2636 54082 370
2636 54082 411
2637 54504 212
2636 54082 452
2634 54110 166
2636 54082 152
2636 54082 458
2636 54082 145
2636 54082 472
2634 54110 178
3615 56544 533
2635 54114 495
2637 54115 471
2636 54082 133
704 52205 516
2635 54114 503
705 52200 352
2636 54082 533
3615 56544 439
2636 54082 83
2634 54110 101
671 52206 79
3744 55209 515
3615 56544 675
2634 54110 596
2636 54082 2
2635 54114 37
3744 55209 651
407 51820 440
3744 55209 620
705 52200 475
3615 55179 819
3615 56544 839
3744 55209 617
3744 55209 657
3615 56544 877
3744 55209 695
407 51820 589
408 51821 360
3615 56544 999
3744 55209 859
408 51821 357
3745 55234 691
3744 55209 937
705 52200 625
407 51820 635
3745 55234 771
706 52199 475
3650 55244 693
3650 55244 697
706 52199 502
3745 55234 929
3745 55234 979
3745 55234 977
3745 55234 995
3745 55234 983
3745 55234 997
707 52177 349
3745 55234 987
3745 55234 991
409 51871 360
409 51871 438
3651 55247 899
707 52177 498
409 51871 480
707 52177 512
409 51871 474
707 52177 560
409 51871 514
3651 55247 39
410 51877 315
410 51877 318
807 52295 541
708 52175 396
707 52177 597
708 52175 237
708 52175 392
409 51871 597
409 51871 628
708 52175 200
1511 52946 621
1562 53052 200
708 52175 118
709 52205 360
1562 53052 502
1562 53052 158
1512 53742 519
410 51877 111
411 51817 313
1563 52941 352
1562 53052 591
1563 52941 392
394 51913 387
692 52201 385
1496 52883 489
394 51913 466
394 51913 464
394 51913 481
3590 55201 977
395 51783 333
692 52201 490
395 51783 332
394 51913 514
692 52201 504
394 51913 597
394 51913 598
692 52201 549
394 51913 637
395 51783 388
395 51783 387
395 51783 382
692 52201 596
692 52201 543
395 51783 378
395 51783 390
395 51783 435
395 51783 416
693 52254 390
3735 55209 502
395 51783 465
395 51783 481
692 52201 627
395 51783 506
395 51783 534
395 51783 530
693 52254 425
395 51783 548
693 52254 473
395 51783 573
693 52254 472
693 52254 468
396 51816 341
396 51816 387
3735 55209 602
395 51783 600
693 52254 487
396 51816 396
396 51816 385
3735 55209 607
396 51816 429
3735 55209 807
693 52254 583
396 51816 549
3736 55214 651
396 51816 589
396 51816 628
3735 55209 883
1499 53001 349
397 51794 388
397 51794 343
694 52209 492
694 52209 483
3735 55209 927
3736 55214 723
397 51794 346
397 51794 385
397 51794 440
694 52209 504
3735 55209 981
397 51794 489
397 51794 485
397 51794 492
695 52202 350
397 51794 491
695 52202 384
397 51794 501
397 51794 505
695 52202 385
397 51794 551
1499 53001 516
397 51794 544
397 51794 549
398 51789 466
695 52202 544
398 51789 501
695 52202 600
1499 53001 632
398 51789 588
399 51817 346
1551 53327 345
696 52209 483
696 52209 488
696 52209 487
399 51817 506
1551 53327 427
697 52226 348
696 52209 546
399 51817 513
399 51817 510
399 51817 516
399 51817 508
399 51817 546
697 52226 342
696 52209 550
1501 53740 465
696 52209 585
696 52209 597
1551 53327 487
1551 53327 519
399 51817 585
399 51817 584
399 51817 633
1551 53327 546
697 52226 462
400 51820 440
697 52226 483
400 51820 475
400 51820 465
400 51820 462
400 51820 477
697 52226 554
400 51820 499
1502 53741 450
697 52226 589
1502 53741 444
697 52226 598
400 51820 557
698 52203 381
697 52226 633
400 51820 553
400 51820 550
697 52226 626
400 51820 581
698 52203 429
1502 53741 528
698 52203 463
401 51788 348
3639 55205 670
3639 55205 603
401 51788 386
3639 55205 765
401 51788 491
401 51788 494
401 51788 501
401 51788 505
699 52202 385
401 51788 590
402 51793 494
700 52199 391
402 51793 583
403 51871 348
403 51871 386
700 52199 552
403 51871 387
3606 55182 923
700 52199 546
3606 55182 969
701 52179 344
3609 55201 506
1505 52941 500
700 52199 631
701 52179 384
403 51871 545
403 51871 600
1555 53287 503
701 52179 423
701 52179 432
1555 53287 502
403 51871 585
701 52179 463
701 52179 479
701 52179 469
701 52179 464
1556 53740 346
404 51812 347
404 51812 386
1074 52937 387
3609 55201 643
701 52179 510
701 52179 501
404 51812 426
1556 53740 432
404 51812 489
1556 53740 473
702 52178 438
404 51812 546
702 52178 377
3609 55201 892
702 52178 466
404 51812 633
404 51812 630
1506 53003 587
405 51816 383
702 52178 596
1557 53301 389
703 52209 349
1557 53301 390
405 51816 437
702 52178 584
405 51816 467
405 51816 468
405 51816 494
1557 53301 481
1507 53763 548
405 51816 541
405 51816 599
703 52209 498
703 52209 504
1557 53301 598
703 52209 501
1557 53301 627
2636 54082 324
703 52209 547
2636 54082 407
2636 54082 401
2636 54082 445
703 52209 627
2635 54114 500
2634 54110 484
2634 54110 485
2636 54082 481
2635 54114 508
2637 54504 488
2636 54082 522
2636 54082 523
2636 54082 527
2636 54082 528
407 51820 358
3744 55209 563
2636 54082 604
3615 56544 791
3744 55209 565
3615 55179 765
407 51820 386
2636 54082 608
407 51820 391
2636 54082 609
407 51820 427
407 51820 463
3615 56544 865
407 51820 558
3615 56544 963
3615 56544 986
408 51821 343
3745 55234 601
3650 55244 537
3745 55234 765
3744 55209 972
3650 55244 569
3650 55244 641
408 51821 499
3651 55247 501
408 51821 549
691 52199 617
3590 55201 781
394 51913 364
394 51913 442
692 52201 417
394 51913 530
394 51913 575
394 51913 571
394 51913 564
394 51913 579
692 52201 454
394 51913 601
395 51783 327
692 52201 611
395 51783 406
1497 52886 404
693 52254 380
1497 52886 458
693 52254 379
692 52201 615
395 51783 527
395 51783 531
693 52254 406
396 51816 379
396 51816 363
396 51816 408
670 52520 376
396 51816 453
3735 55209 833
693 52254 617
3736 55214 589
3736 55214 634
3736 55214 637
3735 55209 839
3736 55214 633
3735 55209 831
3736 55214 627
3735 55209 873
396 51816 617
397 51794 339
1499 53001 334
694 52209 451
397 51794 322
670 52520 602
694 52209 533
694 52209 531
3736 55214 869
3736 55214 821
397 51794 362
694 52209 579
3736 55214 907
397 51794 416
397 51794 402
397 51794 415
3736 55214 942
397 51794 539
695 52202 409
1500 53730 369
398 51789 404
695 52202 563
398 51789 405
695 52202 567
398 51789 443
398 51789 458
398 51789 536
695 52202 614
696 52209 373
696 52209 375
398 51789 615
696 52209 379
696 52209 376
696 52209 420
696 52209 450
1551 53327 377
1551 53327 380
1551 53327 411
696 52209 536
1551 53327 401
399 51817 524
1551 53327 444
399 51817 568
400 51820 337
1551 53327 613
400 51820 322
400 51820 378
400 51820 369
400 51820 402
400 51820 406
697 52226 575
400 51820 460
697 52226 579
400 51820 459
697 52226 607
3639 55205 511
698 52203 340
698 52203 361
698 52203 367
698 52203 412
400 51820 618
698 52203 404
401 51788 321
401 51788 330
3639 55205 669
698 52203 567
401 51788 405
401 51788 460
401 51788 449
3639 55205 873
3639 55205 877
699 52202 376
401 51788 539
699 52202 606
402 51793 361
700 52199 337
402 51793 378
3606 55182 675
700 52199 377
402 51793 444
700 52199 371
700 52199 416
700 52199 453
402 51793 580
3606 55182 745
1076 52914 544
402 51793 572
700 52199 460
3606 55182 784
402 51793 614
3606 55182 829
3606 55182 821
402 51793 608
402 51793 610
700 52199 536
700 52199 534
700 52199 524
1555 53287 326
1555 53287 334
700 52199 578
403 51871 322
403 51871 321
700 52199 561
403 51871 418
700 52199 585
701 52179 336
403 51871 535
403 51871 569
403 51871 572
1555 53287 620
404 51812 328
3609 55201 754
1556 53740 411
3609 55201 829
404 51812 536
410 51877 91
708 52175 4
1563 52941 282
411 51817 292
1563 52941 298
410 51877 12
410 51877 69
709 52205 229
709 52205 263
410 51877 117
1562 53052 76
1562 53052 75
410 51877 61
1563 52941 307
709 52205 233
410 51877 589
411 51817 354
410 51877 557
411 51817 396
1513 53741 383
411 51817 392
1563 52941 385
410 51877 621
394 51913 48
692 52201 134
1496 52883 10
692 52201 138
395 51783 300
395 51783 294
395 51783 215
395 51783 256
395 51783 212
395 51783 202
395 51783 262
395 51783 134
395 51783 98
693 52254 289
395 51783 43
395 51783 52
395 51783 60
3735 55209 451
3735 55209 453
395 51783 20
693 52254 127
396 51816 281
395 51783 28
3735 55209 405
395 51783 31
693 52254 85
3735 55209 371
3736 55214 459
3735 55209 333
396 51816 289
396 51816 250
396 51816 257
396 51816 255
693 52254 53
396 51816 256
396 51816 134
3736 55214 445
3735 55209 212
396 51816 91
396 51816 93
694 52209 126
397 51794 283
397 51794 243
396 51816 16
694 52209 100
3736 55214 207
694 52209 96
3736 55214 166
397 51794 246
397 51794 256
694 52209 51
397 51794 209
3736 55214 134
694 52209 4
397 51794 93
397 51794 95
695 52202 299
695 52202 260
695 52202 257
695 52202 256
398 51789 260
397 51794 17
397 51794 14
398 51789 251
695 52202 53
398 51789 214
398 51789 123
398 51789 54
696 52209 244
399 51817 295
394 51913 103
692 52201 158
692 52201 142
394 51913 64
394 51913 28
394 51913 26
693 52254 303
692 52201 63
395 51783 197
395 51783 155
693 52254 227
395 51783 113
3735 55209 481
693 52254 226
693 52254 186
396 51816 302
396 51816 312
693 52254 197
693 52254 193
396 51816 310
396 51816 267
3735 55209 343
693 52254 150
396 51816 234
395 51783 23
1497 52886 68
693 52254 148
3735 55209 341
3736 55214 483
396 51816 225
3735 55209 306
3736 55214 487
396 51816 199
3735 55209 304
693 52254 113
3735 55209 312
670 52520 214
694 52209 312
3736 55214 475
3735 55209 238
3735 55209 183
3736 55214 389
3735 55209 141
694 52209 165
3735 55209 103
694 52209 179
397 51794 306
694 52209 163
694 52209 170
397 51794 235
3736 55214 227
694 52209 151
694 52209 141
694 52209 101
397 51794 171
397 51794 179
397 51794 165
3736 55214 99
397 51794 146
1499 53001 162
695 52202 265
695 52202 236
695 52202 232
398 51789 305
398 51789 267
398 51789 272
397 51794 71
398 51789 269
397 51794 22
695 52202 180
398 51789 184
695 52202 142
696 52209 265
398 51789 64
398 51789 23
696 52209 222
695 52202 35
399 51817 302
399 51817 270
692 52201 156
394 51913 79
693 52254 355
692 52201 113
394 51913 35
394 51913 630
692 52201 103
692 52201 32
693 52254 275
1497 52886 493
693 52254 189
395 51783 591
3736 55214 537
3736 55214 479
396 51816 197
395 51783 631
396 51816 461
3735 55209 305
670 52520 187
396 51816 147
3735 55209 235
396 51816 151
3735 55209 229
396 51816 520
3735 55209 231
1498 52914 156
396 51816 594
397 51794 303
3735 55209 111
397 51794 305
3735 55209 75
3735 55209 35
396 51816 638
3735 55209 115
3735 55209 79
397 51794 263
397 51794 279
3735 55209 15
3736 55214 197
397 51794 172
3736 55214 116
695 52202 320
695 52202 310
397 51794 153
694 52209 71
397 51794 142
694 52209 77
3736 55214 69
397 51794 77
397 51794 73
694 52209 38
397 51794 79
398 51789 229
695 52202 168
398 51789 231
398 51789 224
398 51789 237
397 51794 40
695 52202 177
397 51794 36
695 52202 157
398 51789 165
695 52202 111
397 51794 33
398 51789 154
398 51789 118
398 51789 112
398 51789 79
1080 52614 173
398 51789 78
398 51789 37
399 51817 307
399 51817 267
399 51817 279
399 51817 276
1551 53327 280
695 52202 34
399 51817 236
1551 53327 270
1501 53740 300
399 51817 233
696 52209 179
399 51817 195
3590 55201 993
692 52201 493
692 52201 485
692 52201 503
394 51913 551
692 52201 502
394 51913 549
395 51783 350
394 51913 553
394 51913 640
693 52254 353
693 52254 359
692 52201 593
395 51783 464
693 52254 382
692 52201 634
395 51783 500
692 52201 622
693 52254 477
693 52254 467
693 52254 485
693 52254 488
395 51783 581
396 51816 421
396 51816 440
395 51783 630
693 52254 550
396 51816 505
3735 55209 843
3735 55209 811
396 51816 625
396 51816 597
3735 55209 881
3736 55214 693
397 51794 347
397 51794 359
3735 55209 923
3735 55209 933
670 52520 586
396 51816 622
3736 55214 769
694 52209 509
3736 55214 843
3736 55214 841
694 52209 550
397 51794 480
397 51794 496
397 51794 483
397 51794 481
694 52209 635
695 52202 431
398 51789 510
398 51789 508
397 51794 627
695 52202 582
696 52209 360
399 51817 345
399 51817 391
4228 55484 814
399 51817 422
1551 53327 360
1551 53327 351
3588 55184 781
690 52261 615
393 51794 364
3589 55186 703
691 52199 327
393 51794 402
393 51794 449
393 51794 456
393 51794 441
3589 55186 826
393 51794 533
393 51794 562
393 51794 561
691 52199 521
691 52199 576
3590 55201 789
691 52199 603
3590 55201 787
394 51913 365
3590 55201 915
692 52201 375
394 51913 574
394 51913 562
692 52201 442
395 51783 326
692 52201 565
395 51783 369
692 52201 608
693 52254 374
395 51783 521
395 51783 569
395 51783 562
1498 52914 364
396 51816 367
3735 55209 705
3736 55214 585
396 51816 446
3736 55214 667
396 51816 536
396 51816 563
396 51816 576
3735 55209 945
396 51816 619
3736 55214 747
694 52209 417
396 51816 614
3736 55214 823
397 51794 366
3736 55214 870
397 51794 409
397 51794 529
1081 52531 522
397 51794 525
397 51794 574
397 51794 609
695 52202 527
398 51789 407
398 51789 410
398 51789 402
695 52202 576
398 51789 445
399 51817 415
404 51812 216
404 51812 215
3609 55201 259
3609 55201 179
701 52179 3
1556 53740 134
404 51812 88
1506 53003 84
404 51812 46
3609 55201 81
404 51812 41
1074 52937 41
702 52178 136
404 51812 60
404 51812 49
405 51816 295
404 51812 10
404 51812 11
404 51812 15
1556 53740 14
405 51816 294
405 51816 286
405 51816 296
702 52178 52
702 52178 60
405 51816 248
405 51816 244
405 51816 249
405 51816 220
702 52178 16
703 52209 287
703 52209 246
703 52209 257
1557 53301 87
1557 53301 82
405 51816 94
1557 53301 42
703 52209 140
2634 54110 285
703 52209 14
704 52205 286
2637 54504 316
2634 54110 258
2636 54082 275
2634 54110 250
2636 54082 274
704 52205 202
406 51869 121
2635 54114 90
3615 55179 410
2636 54082 61
2634 54110 96
3615 55179 373
2636 54082 80
3615 55179 369
406 51869 3
3615 55179 326
3615 55179 329
2636 54082 26
407 51820 290
3615 55179 287
2634 54110 6
704 52205 12
3615 55179 291
3615 56544 287
3744 55209 451
3615 56544 249
3744 55209 453
705 52200 243
3615 55179 297
407 51820 203
3615 55179 255
407 51820 209
3615 56544 259
3744 55209 459
407 51820 130
3615 56544 209
3615 56544 213
3615 56544 161
3744 55209 291
3615 56544 87
3615 56544 89
676 52178 274
378 52146 77
676 52178 264
379 51789 303
378 52146 69
676 52178 235
676 52178 239
378 52146 68
378 52146 28
379 51789 268
676 52178 194
676 52178 221
379 51789 225
379 51789 111
677 52606 310
379 51789 102
380 51792 263
380 51792 264
677 52606 261
380 51792 303
677 52606 262
379 51789 62
676 52178 61
380 51792 222
677 52606 195
380 51792 181
380 51792 143
380 51792 141
380 51792 144
677 52606 144
380 51792 154
677 52606 69
380 51792 106
677 52606 64
380 51792 66
380 51792 65
381 51811 301
677 52606 68
677 52606 66
678 52884 269
677 52606 22
678 52884 181
678 52884 227
381 51811 270
678 52884 188
678 52884 194
381 51811 224
678 52884 162
381 51811 199
678 52884 106
381 51811 170
381 51811 144
381 51811 149
381 51811 104
679 52177 272
381 51811 109
678 52884 69
679 52177 225
678 52884 27
382 51816 267
381 51811 26
382 51816 230
679 52177 176
679 52177 163
679 52177 142
679 52177 109
679 52177 94
382 51816 143
679 52177 18
382 51816 144
382 51816 104
680 52200 319
382 51816 61
680 52200 224
679 52177 31
680 52200 226
680 52200 174
1485 52992 185
383 51818 181
680 52200 147
1485 52992 169
383 51818 110
383 51818 117
383 51818 64
681 52199 226
383 51818 35
384 51821 272
681 52199 144
384 51821 235
681 52199 152
384 51821 231
681 52199 151
1486 52993 183
681 52199 106
682 52525 319
384 51821 200
384 51821 162
384 51821 172
682 52525 276
384 51821 141
384 51821 149
384 51821 117
681 52199 25
1486 52993 104
384 51821 108
385 51877 316
384 51821 63
1487 52964 301
682 52525 193
384 51821 22
682 52525 154
385 51877 262
385 51877 197
682 52525 106
682 52525 109
385 51877 227
385 51877 76
696 52209 108
697 52226 305
1551 53327 131
399 51817 101
697 52226 317
696 52209 63
697 52226 265
697 52226 234
399 51817 76
1551 53327 146
399 51817 32
696 52209 12
697 52226 239
1551 53327 70
400 51820 318
697 52226 165
1551 53327 35
697 52226 155
697 52226 153
400 51820 224
400 51820 184
400 51820 170
400 51820 164
698 52203 308
400 51820 168
400 51820 101
1502 53741 140
400 51820 104
401 51788 229
1502 53741 1
3639 55205 307
698 52203 117
699 52202 306
401 51788 167
401 51788 177
3639 55205 124
401 51788 142
401 51788 145
699 52202 187
402 51793 308
3606 55182 494
402 51793 272
699 52202 160
699 52202 104
402 51793 183
700 52199 285
700 52199 320
402 51793 191
700 52199 302
699 52202 108
402 51793 144
402 51793 151
700 52199 214
1504 52940 177
402 51793 66
402 51793 73
700 52199 235
700 52199 236
402 51793 65
402 51793 69
3606 55182 270
1504 52940 152
3606 55182 266
700 52199 134
3606 55182 221
700 52199 167
700 52199 166
1555 53287 314
1555 53287 267
701 52179 308
403 51871 164
3606 55182 1
403 51871 142
700 52199 64
701 52179 233
403 51871 149
3609 55201 497
700 52199 30
701 52179 188
701 52179 194
701 52179 161
1505 52941 110
404 51812 317
404 51812 306
3609 55201 387
3609 55201 381
404 51812 261
3609 55201 389
404 51812 279
404 51812 224
1505 52941 68
1506 53003 263
701 52179 106
3609 55201 268
404 51812 195
702 52178 317
404 51812 191
404 51812 194
3609 55201 188
3609 55201 105
404 51812 73
379 51789 177
676 52178 159
379 51789 179
676 52178 112
379 51789 154
380 51792 270
677 52606 221
379 51789 79
380 51792 231
379 51789 34
380 51792 235
379 51789 31
380 51792 178
677 52606 175
677 52606 152
678 52884 306
677 52606 599
678 52884 393
381 51811 240
381 51811 439
678 52884 173
381 51811 235
381 51811 232
678 52884 177
381 51811 167
381 51811 491
381 51811 179
381 51811 147
381 51811 558
678 52884 33
381 51811 77
381 51811 633
381 51811 638
679 52177 169
679 52177 166
382 51816 198
697 52226 27
400 51820 114
400 51820 31
1502 53741 52
400 51820 39
3639 55205 735
401 51788 181
699 52202 315
401 51788 166
3639 55205 159
698 52203 37
401 51788 111
401 51788 75
401 51788 76
401 51788 74
402 51793 318
3606 55182 517
401 51788 37
699 52202 111
402 51793 235
402 51793 198
402 51793 181
700 52199 277
402 51793 168
402 51793 141
3606 55182 437
402 51793 157
3606 55182 397
3606 55182 395
700 52199 266
402 51793 119
402 51793 116
402 51793 74
700 52199 182
1076 52914 93
402 51793 72
403 51871 316
403 51871 319
403 51871 310
700 52199 177
3606 55182 235
1504 52940 79
700 52199 151
403 51871 240
403 51871 239
